SDG,SampleID,ResultType,FilePath,ResultUnits,MicroGrams,Iteration,BatchID,Matrix,Method,Analyte,Result,PPB,AnalysisDateTime,Reporting,TracerAliquotGrams,TracerRecovery,NetArea,AlphaBatchID,FileName,AlphaChamber,BackgroundArea,Detector,PercentAbundance,ChamberEfficiency,MDAConfidenceFactor,AcquisitionDateTime,ResultError,AnalysisDate,MDALLDConstant,MDA,SampleAliquot,EnergyCalibrationDateTime,ElapsedLiveTime,EfficiencyCalibrationDateTime,TracerFWHM,MassUnits,BackgroundFile,SampleTime,DateReceived,TimeReceived,ReceivedBy,LocationID,DQO,SampleVolume,Count,CPM,SampleDate
25SL0001,25SLB0002BLK,BLK,,pCi,,1,25SLB0002,Smear,ISOU,U-238,0.0724089,,2024-10-03 13:28:48,True,0.269,93.9226,1.83333,YU02,U232-LRS038,B_1_2A,0.166667,DET 15,100.0,19.6267,3.29,2024-10-01 13:22:01,0.112783,2024-09-30 16:00:03,3.0,0.175786,0.2572,2024-01-02 11:40:57,14400.0,2024-01-02 11:40:58,28.9202,grams,C:\Canberra\ApexAlpha\Root\Data\0000025008.Cnf,,,,,,,,,,
25SL0001,25SLB0002LCS,LCS,,pCi,,1,25SLB0002,Smear,ISOU,U232,16.3449,,2024-10-03 13:28:49,True,0.2677,91.2756,408.0,YU02,U232-LRS038,B_1_2B,0.0,DET 16,100.0,20.0563,3.29,2024-10-01 13:22:02,1.86103,2021-12-08 12:00:03,3.0,0.251984,0.2638,2024-01-02 11:41:46,14400.0,2024-01-02 11:41:46,10.6365,grams,C:\Canberra\ApexAlpha\Root\Data\0000025009.Cnf,,,,,,,,,,
25SL0001,25SLB0002LCS,LCS,,pCi,,1,25SLB0002,Smear,ISOU,U-234,14.7918,,2024-10-03 13:28:49,True,0.2677,91.2756,379.833,YU02,U232-LRS038,B_1_2B,0.166667,DET 16,100.0,20.0563,3.29,2024-10-01 13:22:02,2.26755,2021-12-08 12:00:03,3.0,0.173325,0.2638,2024-01-02 11:41:46,14400.0,2024-01-02 11:41:46,10.6365,grams,C:\Canberra\ApexAlpha\Root\Data\0000025009.Cnf,,,,,,,,,,
25SL0001,25SLB0002LCS,LCS,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.816687,,2024-10-03 13:28:49,True,0.2677,91.2756,17.0,YU02,U232-LRS038,B_1_2B,0.0,DET 16,100.0,20.0563,3.29,2024-10-01 13:22:02,0.418108,2021-12-08 12:00:03,3.0,0.302174,0.2638,2024-01-02 11:41:46,14400.0,2024-01-02 11:41:46,10.6365,grams,C:\Canberra\ApexAlpha\Root\Data\0000025009.Cnf,,,,,,,,,,
25SL0001,25SLB0002LCS,LCS,,pCi,,1,25SLB0002,Smear,ISOU,U-238,14.6507,,2024-10-03 13:28:49,True,0.2677,91.2756,377.833,YU02,U232-LRS038,B_1_2B,0.166667,DET 16,100.0,20.0563,3.29,2024-10-01 13:22:02,2.24859,2021-12-08 12:00:03,3.0,0.17258,0.2638,2024-01-02 11:41:46,14400.0,2024-01-02 11:41:46,10.6365,grams,C:\Canberra\ApexAlpha\Root\Data\0000025009.Cnf,,,,,,,,,,
25SL0001,Sample 1,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,-0.00466,1,25SLB0001,Smear,Fluorescence,Beryllium,726.45,-0.04663,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 1,REG,,pCi,,1,25SLB0002,Smear,ISOU,U232,10.4249,,2024-10-03 13:28:48,True,0.2675,75.7454,327.0,YU02,U232-LRS038,A_1_1A,0.0,DET 1,100.0,19.3848,3.29,2024-10-01 13:21:38,1.29394,2024-09-09 12:00:03,3.0,0.200528,0.402,2023-12-26 11:34:56,14400.0,2023-12-26 11:34:57,18.9654,grams,C:\Canberra\ApexAlpha\Root\Data\0000025018.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 1,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-234,1.10452,,2024-10-03 13:28:48,True,0.2675,75.7454,34.6667,YU02,U232-LRS038,A_1_1A,0.333333,DET 1,100.0,19.3848,3.29,2024-10-01 13:21:38,0.401421,2024-09-09 12:00:03,3.0,0.160952,0.402,2023-12-26 11:34:56,14400.0,2023-12-26 11:34:57,18.9654,grams,C:\Canberra\ApexAlpha\Root\Data\0000025018.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 1,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.111363,,2024-10-03 13:28:48,True,0.2675,75.7454,2.83333,YU02,U232-LRS038,A_1_1A,0.166666,DET 1,100.0,19.3848,3.29,2024-10-01 13:21:38,0.137481,2024-09-09 12:00:03,3.0,0.174935,0.402,2023-12-26 11:34:56,14400.0,2023-12-26 11:34:57,18.9654,grams,C:\Canberra\ApexAlpha\Root\Data\0000025018.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 1,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.45932,,2024-10-03 13:28:48,True,0.2675,75.7454,46.0,YU02,U232-LRS038,A_1_1A,0.0,DET 1,100.0,19.3848,3.29,2024-10-01 13:21:38,0.47119,2024-09-09 12:00:03,3.0,0.199547,0.402,2023-12-26 11:34:56,14400.0,2023-12-26 11:34:57,18.9654,grams,C:\Canberra\ApexAlpha\Root\Data\0000025018.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,-0.00394,1,25SLB0001,Smear,Fluorescence,Beryllium,748.73,-0.0394,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2,REG,,pCi,,1,25SLB0002,Smear,ISOU,U232,10.2465,,2024-10-03 13:28:49,True,0.2675,82.5998,366.833,YU02,U232-LRS038,A_1_2A,0.166667,DET 3,100.0,19.9416,3.29,2024-10-01 13:21:41,1.21437,2024-09-09 12:00:03,3.0,0.12432,0.409,2023-12-26 11:36:22,14400.0,2023-12-26 11:36:23,9.48057,grams,C:\Canberra\ApexAlpha\Root\Data\0000025020.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-234,1.20036,,2024-10-03 13:28:49,True,0.2675,82.5998,43.0,YU02,U232-LRS038,A_1_2A,0.0,DET 3,100.0,19.9416,3.29,2024-10-01 13:21:41,0.396723,2024-09-09 12:00:03,3.0,0.175588,0.409,2023-12-26 11:36:22,14400.0,2023-12-26 11:36:23,9.48057,grams,C:\Canberra\ApexAlpha\Root\Data\0000025020.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.0286975,,2024-10-03 13:28:49,True,0.2675,82.5998,0.833333,YU02,U232-LRS038,A_1_2A,0.166667,DET 3,100.0,19.9416,3.29,2024-10-01 13:21:41,0.0699068,2024-09-09 12:00:03,3.0,0.153271,0.409,2023-12-26 11:36:22,14400.0,2023-12-26 11:36:23,9.48057,grams,C:\Canberra\ApexAlpha\Root\Data\0000025020.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.40831,,2024-10-03 13:28:49,True,0.2675,82.5998,50.6667,YU02,U232-LRS038,A_1_2A,0.333333,DET 3,100.0,19.9416,3.29,2024-10-01 13:21:41,0.430858,2024-09-09 12:00:03,3.0,0.140414,0.409,2023-12-26 11:36:22,14400.0,2023-12-26 11:36:23,9.48057,grams,C:\Canberra\ApexAlpha\Root\Data\0000025020.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 2DUP,DUP,,pCi,,1,25SLB0002,Smear,ISOU,U232,9.72914,,2024-10-03 13:28:49,True,0.2666,81.1483,357.5,YU02,U232-LRS038,A_1_3A,0.499999,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,1.16519,2024-09-09 12:00:03,3.0,0.150027,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,,,,,,,,,,
25SL0001,Sample 2DUP,DUP,,pCi,,1,25SLB0002,Smear,ISOU,U-234,0.947392,,2024-10-03 13:28:49,True,0.2666,81.1483,34.8333,YU02,U232-LRS038,A_1_3A,0.166666,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.341346,2024-09-09 12:00:03,3.0,0.121051,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,,,,,,,,,,
25SL0001,Sample 2DUP,DUP,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.0671037,,2024-10-03 13:28:49,True,0.2666,81.1483,2.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.116505,2024-09-09 12:00:03,3.0,0.211041,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,,,,,,,,,,
25SL0001,Sample 2DUP,DUP,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.13741,,2024-10-03 13:28:49,True,0.2666,81.1483,42.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.380393,2024-09-09 12:00:03,3.0,0.170341,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,,,,,,,,,,
25SL0001,Sample 3,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,-0.00445,1,25SLB0001,Smear,Fluorescence,Beryllium,733.09,-0.04447,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 3,REG,,pCi,,1,25SLB0002,Smear,ISOU,U232,9.72914,,2024-10-03 13:28:49,True,0.2666,81.1483,357.5,YU02,U232-LRS038,A_1_3A,0.499999,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,1.16519,2024-09-09 12:00:03,3.0,0.150027,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 3,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-234,0.947392,,2024-10-03 13:28:49,True,0.2666,81.1483,34.8333,YU02,U232-LRS038,A_1_3A,0.166666,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.341346,2024-09-09 12:00:03,3.0,0.121051,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 3,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.0671037,,2024-10-03 13:28:49,True,0.2666,81.1483,2.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.116505,2024-09-09 12:00:03,3.0,0.211041,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 3,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.13741,,2024-10-03 13:28:49,True,0.2666,81.1483,42.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.380393,2024-09-09 12:00:03,3.0,0.170341,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 4,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,-0.00466,1,25SLB0001,Smear,Fluorescence,Beryllium,726.45,-0.04663,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 4,REG,,pCi,,1,25SLB0002,Smear,ISOU,U232,9.72914,,2024-10-03 13:28:49,True,0.2666,81.1483,357.5,YU02,U232-LRS038,A_1_3A,0.499999,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,1.16519,2024-09-09 12:00:03,3.0,0.150027,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 4,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-234,0.947392,,2024-10-03 13:28:49,True,0.2666,81.1483,34.8333,YU02,U232-LRS038,A_1_3A,0.166666,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.341346,2024-09-09 12:00:03,3.0,0.121051,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 4,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.0671037,,2024-10-03 13:28:49,True,0.2666,81.1483,2.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.116505,2024-09-09 12:00:03,3.0,0.211041,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 4,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.13741,,2024-10-03 13:28:49,True,0.2666,81.1483,42.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.380393,2024-09-09 12:00:03,3.0,0.170341,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,0.46968,1,25SLB0001,Smear,Fluorescence,Beryllium,15355.59,4.69678,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5,REG,,pCi,,1,25SLB0002,Smear,ISOU,U232,9.72914,,2024-10-03 13:28:49,True,0.2666,81.1483,357.5,YU02,U232-LRS038,A_1_3A,0.499999,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,1.16519,2024-09-09 12:00:03,3.0,0.150027,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-234,0.947392,,2024-10-03 13:28:49,True,0.2666,81.1483,34.8333,YU02,U232-LRS038,A_1_3A,0.166666,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.341346,2024-09-09 12:00:03,3.0,0.121051,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-235,0.0671037,,2024-10-03 13:28:49,True,0.2666,81.1483,2.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.116505,2024-09-09 12:00:03,3.0,0.211041,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5,REG,,pCi,,1,25SLB0002,Smear,ISOU,U-238,1.13741,,2024-10-03 13:28:49,True,0.2666,81.1483,42.0,YU02,U232-LRS038,A_1_3A,0.0,DET 5 ,100.0,19.8486,3.29,2024-10-01 13:21:42,0.380393,2024-09-09 12:00:03,3.0,0.170341,0.4293,2023-12-26 11:37:32,14400.0,2023-12-26 11:37:33,4.71263,grams,C:\Canberra\ApexAlpha\Root\Data\0000025010.Cnf,12:30:00,2025-02-11,15:53:00,gordonkp,LAB,True,0.0,1.0,0.0,2025-02-10
25SL0001,Sample 5DUP,REG,\\sldafileserver\lims\LIMS\Data\Processed Data\Fluorescence\25SLB0001.csv,RFU,0.00221,1,25SLB0001,Smear,Fluorescence,Beryllium,938.52,0.02214,2025-02-11 16:24:38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
